ID,"Módulo del Sistema","Perfil de Usuario",Funcionalidad,"Instrucción (Lo que se debe hacer)","Resultado (Lo que se espera)"
QA-329,"Reporte Dotacion",Contratista,"Ver Trabajadores","Debe presionar 'Ver Trabajadores' para abrir la ventana de gestión","Para esperar que la ventana se muestre correctamente en pantalla."
QA-330,"Reporte Dotacion",Contratista,"Botón de acción","Debe presionar 'Botón de acción' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-331,"Reporte Dotacion",Contratista,Cerrar,"Debe presionar 'Cerrar' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-332,"Reporte Dotacion",Contratista,"Exportar Detalle (Excel)","Debe presionar 'Exportar Detalle (Excel)' para exportar la lista","Para esperar que se genere un archivo Excel o PDF con los datos actuales."
QA-333,"Solicitud Sub Contratista",Contratista,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de nuevaSolicitud","Para esperar que el sistema procese la solicitud correctamente."
QA-334,"Solicitudes Subcontratistas Page",Contratista,"Aprobar y Vincular","Debe presionar 'Aprobar y Vincular' para dar aprobación","Para esperar que el estado cambie a aprobado y se avance en el flujo de trabajo."
QA-335,"Verificacion Legacy Carga",Contratista,"id ? 'border-blue-500 shadow-md' : 'border-gray-200 dark:border-gray-600 hover:border-gray-400 dark:hover:border-gray-500 hover:shadow-sm' }}"">","Debe presionar 'id ? 'border-blue-500 shadow-md' : 'border-gray-200 dark:border-gray-600 hover:border-gray-400 dark:hover:border-gray-500 hover:shadow-sm' }}"">' para ejecutar la acción de detallarPeriodos","Para esperar que el sistema procese la solicitud correctamente."
QA-336,"Verificacion Legacy Carga",Contratista,REMUNERACIONES,"Debe presionar 'REMUNERACIONES' para ejecutar la acción de seleccionarPeriodo({{ $p[","Para esperar que el sistema procese la solicitud correctamente."
QA-337,"Verificacion Legacy Carga",Contratista,"✓ ENVIAR PERIODO","Debe presionar '✓ ENVIAR PERIODO' para enviar los datos. Se debe confirmar el mensaje: '¿Seguro que desea ENVIAR este periodo? Una vez enviado, no podrá realizar más cambios.'","Para esperar que el sistema reciba la información y procese la solicitud."
QA-338,"Verificacion Legacy Carga",Contratista,"Botón de acción","Debe presionar 'Botón de acción' para solicitar la eliminación del registro. Se debe confirmar el mensaje: '¿Desea borrar este archivo?'","Para esperar que el registro sea borrado definitivamente (o desactivado) del listado."
QA-339,"Verificacion Legacy Carga",Contratista,"🚀 ENVIAR PERIODO","Debe presionar '🚀 ENVIAR PERIODO' para enviar los datos. Se debe confirmar el mensaje: '¿Seguro que desea ENVIAR este periodo? Una vez enviado, no podrá realizar más cambios.'","Para esperar que el sistema reciba la información y procese la solicitud."
QA-340,"Verificacion Legacy",Contratista,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de cambiarTabPrincipal(","Para esperar que el sistema procese la solicitud correctamente."
QA-341,"Verificacion Legacy",Contratista,INFORMACIÓN,"Debe presionar 'INFORMACIÓN' para ejecutar la acción de cambiarTabSecundario(","Para esperar que el sistema procese la solicitud correctamente."
QA-342,"Verificacion Legacy",Contratista,"CALENDARIO RECEPCIÓN","Debe presionar 'CALENDARIO RECEPCIÓN' para ejecutar la acción de cambiarTabSecundario(","Para esperar que el sistema procese la solicitud correctamente."
QA-343,"Verificacion Legacy",Contratista,CUMPLIMIENTO,"Debe presionar 'CUMPLIMIENTO' para ejecutar la acción de cambiarTabSecundario(","Para esperar que el sistema procese la solicitud correctamente."
QA-344,"Verificacion Legacy",Contratista,COMPLEMENTARIO,"Debe presionar 'COMPLEMENTARIO' para ejecutar la acción de cambiarTabSecundario(","Para esperar que el sistema procese la solicitud correctamente."
QA-345,"Verificacion Legacy",Contratista,HISTORIAL,"Debe presionar 'HISTORIAL' para ejecutar la acción de cambiarTabSecundario(","Para esperar que el sistema procese la solicitud correctamente."
QA-346,"Verificacion Legacy",Contratista,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de seleccionarMesComplementario","Para esperar que el sistema procese la solicitud correctamente."
QA-347,"Verificacion Legacy",Contratista,"Volver a Resumen","Debe presionar 'Volver a Resumen' para ejecutar la acción de cerrarCentralComplementario","Para esperar que el sistema procese la solicitud correctamente."
QA-348,"Verificacion Legacy",Contratista,"Agregar Códigos Seleccionados","Debe presionar 'Agregar Códigos Seleccionados' para ejecutar la acción de consolidarEnSolicitud","Para esperar que el sistema procese la solicitud correctamente."
QA-349,"Verificacion Legacy",Contratista,"@if($sol['visual'] === 'rechazado') 👁️ VER COMPLEMENTARIO @elseif($sol['visual'] === 'borrador') 📂 Retomar / Enviar @elseif($sol['visual'] === 'sin_docs') 📁 Cargar Documentos @else 👁️ VER COMPLEMENTARIO @endif","Debe presionar '@if($sol['visual'] === 'rechazado') 👁️ VER COMPLEMENTARIO @elseif($sol['visual'] === 'borrador') 📂 Retomar / Enviar @elseif($sol['visual'] === 'sin_docs') 📁 Cargar Documentos @else 👁️ VER COMPLEMENTARIO @endif' para abrir la ventana de gestión","Para esperar que la ventana se muestre correctamente en pantalla."
QA-350,"Verificacion Legacy",Contratista,"Botón de acción","Debe presionar 'Botón de acción' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-351,"Verificacion Legacy",Contratista,"Eliminar documento","Debe presionar 'Eliminar documento' para solicitar la eliminación del registro","Para esperar que el registro sea borrado definitivamente (o desactivado) del listado."
QA-352,"Verificacion Legacy",Contratista,"@if($solo_lectura_modal) CERRAR @else CANCELAR @endif","Debe presionar '@if($solo_lectura_modal) CERRAR @else CANCELAR @endif' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-353,"Verificacion Legacy",Contratista,"💾 GUARDAR","Debe presionar '💾 GUARDAR' para presionar el botón de guardar","Para esperar que los cambios se almacenen en el sistema y se muestre un mensaje de éxito."
QA-354,"Verificacion Legacy",Contratista,"🚀 FINALIZAR Y ENVIAR","Debe presionar '🚀 FINALIZAR Y ENVIAR' para ejecutar la acción de finalizarYEnviarComplementario","Para esperar que el sistema procese la solicitud correctamente."
QA-355,Verificacion,Contratista,"id ? 'border-blue-500 shadow-md' : 'border-gray-200 dark:border-gray-600 hover:border-gray-400 dark:hover:border-gray-500 hover:shadow-sm' }}"">","Debe presionar 'id ? 'border-blue-500 shadow-md' : 'border-gray-200 dark:border-gray-600 hover:border-gray-400 dark:hover:border-gray-500 hover:shadow-sm' }}"">' para ejecutar la acción de detallarPeriodos","Para esperar que el sistema procese la solicitud correctamente."
QA-356,Verificacion,Contratista,REMUNERACIONES,"Debe presionar 'REMUNERACIONES' para ejecutar la acción de seleccionarPeriodo({{ $p[","Para esperar que el sistema procese la solicitud correctamente."
QA-357,Verificacion,Contratista,"✓ ENVIAR PERIODO","Debe presionar '✓ ENVIAR PERIODO' para enviar los datos. Se debe confirmar el mensaje: '¿Seguro que desea ENVIAR este periodo? Una vez enviado, no podrá realizar más cambios.'","Para esperar que el sistema reciba la información y procese la solicitud."
QA-358,Verificacion,Contratista,"Botón de acción","Debe presionar 'Botón de acción' para solicitar la eliminación del registro. Se debe confirmar el mensaje: '¿Desea borrar este archivo?'","Para esperar que el registro sea borrado definitivamente (o desactivado) del listado."
QA-359,Verificacion,Contratista,"🚀 ENVIAR PERIODO","Debe presionar '🚀 ENVIAR PERIODO' para enviar los datos. Se debe confirmar el mensaje: '¿Seguro que desea ENVIAR este periodo? Una vez enviado, no podrá realizar más cambios.'","Para esperar que el sistema reciba la información y procese la solicitud."
QA-360,"Gestion Aclaraciones Criterio",Administrador,"Crear Nueva Aclaración","Debe presionar 'Crear Nueva Aclaración' para abrir el formulario de creación","Para esperar que se despliegue la ventana para ingresar un nuevo registro."
QA-361,"Gestion Aclaraciones Criterio",Administrador,Editar,"Debe presionar 'Editar' para abrir el formulario de edición","Para esperar que se carguen los datos del registro y se permita su modificación."
QA-362,"Gestion Aclaraciones Criterio",Administrador,"is_active ? 'desactivar' : 'activar' }} esta aclaración: ''?"" class=""ms-2 "">","Debe presionar 'is_active ? 'desactivar' : 'activar' }} esta aclaración: ''?"" class=""ms-2 "">' para ejecutar la acción de confirmarAlternarEstado. Se debe confirmar el mensaje: '¿Está seguro de que quiere {{ $aclaracion->is_active ?'","Para esperar que el sistema procese la solicitud correctamente."
QA-363,"Gestion Aclaraciones Criterio",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-364,"Gestion Aclaraciones Criterio",Administrador,Cancelar,"Debe presionar 'Cancelar' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-365,"Gestion Cargos Mandante",Administrador,"Crear Nuevo Cargo","Debe presionar 'Crear Nuevo Cargo' para abrir el formulario de creación","Para esperar que se despliegue la ventana para ingresar un nuevo registro."
QA-366,"Gestion Cargos Mandante",Administrador,Editar,"Debe presionar 'Editar' para abrir el formulario de edición","Para esperar que se carguen los datos del registro y se permita su modificación."
QA-367,"Gestion Cargos Mandante",Administrador,"is_active ? 'desactivar' : 'activar' }} este cargo: ''?"" class=""ms-2 "">","Debe presionar 'is_active ? 'desactivar' : 'activar' }} este cargo: ''?"" class=""ms-2 "">' para ejecutar la acción de confirmarAlternarEstado. Se debe confirmar el mensaje: '¿Está seguro de que quiere {{ $cargo->is_active ?'","Para esperar que el sistema procese la solicitud correctamente."
QA-368,"Gestion Cargos Mandante",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-369,"Gestion Cargos Mandante",Administrador,Cancelar,"Debe presionar 'Cancelar' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-370,"Gestion Clasificaciones Verificacion",Administrador,"Crear Nueva Clasificación","Debe presionar 'Crear Nueva Clasificación' para abrir el formulario de creación","Para esperar que se despliegue la ventana para ingresar un nuevo registro."
QA-371,"Gestion Clasificaciones Verificacion",Administrador,Editar,"Debe presionar 'Editar' para abrir el formulario de edición","Para esperar que se carguen los datos del registro y se permita su modificación."
QA-372,"Gestion Clasificaciones Verificacion",Administrador,"is_active ? 'text-red-600 hover:text-red-900 dark:text-red-400 dark:hover:text-red-200' : 'text-green-600 hover:text-green-900 dark:text-green-400 dark:hover:text-green-200' }}"">","Debe presionar 'is_active ? 'text-red-600 hover:text-red-900 dark:text-red-400 dark:hover:text-red-200' : 'text-green-600 hover:text-green-900 dark:text-green-400 dark:hover:text-green-200' }}"">' para ejecutar la acción de confirmarAlternarEstado. Se debe confirmar el mensaje: '¿Está seguro?'","Para esperar que el sistema procese la solicitud correctamente."
QA-373,"Gestion Clasificaciones Verificacion",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-374,"Gestion Clasificaciones Verificacion",Administrador,Cancelar,"Debe presionar 'Cancelar' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-375,"Gestion Colores Vehiculo",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de create","Para esperar que el sistema procese la solicitud correctamente."
QA-376,"Gestion Colores Vehiculo",Administrador,Editar,"Debe presionar 'Editar' para ejecutar la acción de edit","Para esperar que el sistema procese la solicitud correctamente."
QA-377,"Gestion Colores Vehiculo",Administrador,"id }})"" class=""btn-sm "" title="""">","Debe presionar 'id }})"" class=""btn-sm "" title="""">' para cambiar el estado","Para esperar que el registro se active o desactive según corresponda."
QA-378,"Gestion Colores Vehiculo",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de closeModal","Para esperar que el sistema procese la solicitud correctamente."
QA-379,"Gestion Colores Vehiculo",Administrador,Cancelar,"Debe presionar 'Cancelar' para ejecutar la acción de closeModal","Para esperar que el sistema procese la solicitud correctamente."
QA-380,"Gestion Comunas",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de create","Para esperar que el sistema procese la solicitud correctamente."
QA-381,"Gestion Comunas",Administrador,"ID @if ($sortBy === 'comunas.id')","Debe presionar 'ID @if ($sortBy === 'comunas.id')' para ordenar la columna","Para esperar que el listado se reordene alfabéticamente o por fecha."
